team,conference,elo_rating,week,season,date
Oklahoma State,Big 12,1666.1926422546,13,2010,2010-11-27T20:00:00Z
Texas Tech,Big 12,1556.84292931363,13,2010,2010-11-27T20:00:00Z
San José State,Western Athletic,915.762651762528,13,2010,2010-11-27T20:00:00Z
San Diego State,Mountain West,1291.91357922275,13,2010,2010-11-27T20:00:00Z
USC,Pac-10,1588.39961902368,13,2010,2010-11-27T20:00:00Z
Fresno State,Western Athletic,1370.7230490158,13,2010,2010-11-27T22:00:00Z
Temple,Mid-American,1289.80581926519,13,2010,2010-11-23T19:00:00Z
Texas A&M,Big 12,1618.19063391399,13,2010,2010-11-25T20:00:00Z
Louisville,Big East,1368.67458554496,13,2010,2010-11-26T11:00:00Z
Ohio,Mid-American,1256.19633867682,13,2010,2010-11-26T11:00:00Z
Northern Illinois,Mid-American,1374.38155904655,13,2010,2010-11-26T12:00:00Z
West Virginia,Big East,1601.127903374,13,2010,2010-11-26T12:00:00Z
Western Michigan,Mid-American,1162.88185374277,13,2010,2010-11-26T14:00:00Z
Buffalo,Mid-American,916.905246987011,13,2010,2010-11-26T14:00:00Z
Central Michigan,Mid-American,1176.36629049358,13,2010,2010-11-26T14:00:00Z
SMU,Conference USA,1301.279773419,13,2010,2010-11-26T14:00:00Z
Auburn,SEC,1801.13266134649,13,2010,2010-11-26T14:30:00Z
UCLA,Pac-10,1406.31965030849,13,2010,2010-11-26T15:30:00Z
Colorado,Big 12,1346.75872039062,13,2010,2010-11-26T15:30:00Z
Southern Mississippi,Conference USA,1338.82031853014,13,2010,2010-11-26T18:30:00Z
Arizona,Pac-10,1564.94304960631,13,2010,2010-11-26T19:00:00Z
Boise State,Western Athletic,1745.55739421249,13,2010,2010-11-26T22:15:00Z
Tulane,Conference USA,1038.74573634286,13,2010,2010-11-27T12:00:00Z
Boston College,ACC,1519.11941601018,13,2010,2010-11-27T12:00:00Z
South Florida,Big East,1518.66619433175,13,2010,2010-11-27T12:00:00Z
Cincinnati,Big East,1459.44425255932,13,2010,2010-11-27T12:00:00Z
UCF,Conference USA,1402.03994246556,13,2010,2010-11-27T12:00:00Z
Michigan,Big Ten,1442.17687970797,13,2010,2010-11-27T12:00:00Z
Indiana,Big Ten,1241.44033317286,13,2010,2010-11-27T12:00:00Z
Michigan State,Big Ten,1652.46367564856,13,2010,2010-11-27T12:00:00Z
Virginia,ACC,1264.69385216194,13,2010,2010-11-27T12:00:00Z
Kentucky,SEC,1418.01673605005,13,2010,2010-11-27T12:21:00Z
Kansas,Big 12,1265.09341195935,13,2010,2010-11-27T12:30:00Z
Hawai'i,Western Athletic,1419.04499024565,13,2010,2010-11-27T15:00:00Z
Florida,SEC,1701.55446398541,13,2010,2010-11-27T15:30:00Z
LSU,SEC,1748.64827770993,13,2010,2010-11-27T15:30:00Z
Northwestern,Big Ten,1449.75530865452,13,2010,2010-11-27T15:30:00Z
BYU,Mountain West,1491.95282749633,13,2010,2010-11-27T15:30:00Z
NC State,ACC,1524.19285098697,13,2010,2010-11-27T15:30:00Z
Iowa,Big Ten,1548.01619602618,13,2010,2010-11-27T15:30:00Z
Washington,Pac-10,1466.4885912788,13,2010,2010-11-27T15:30:00Z
Arkansas State,Sun Belt,1049.63180769291,13,2010,2010-11-27T15:30:00Z
Western Kentucky,Sun Belt,833.803386092566,13,2010,2010-11-27T15:30:00Z
Florida Atlantic,Sun Belt,1106.21914793802,13,2010,2010-11-27T15:30:00Z
Louisiana,Sun Belt,1051.38785624138,13,2010,2010-11-27T15:30:00Z
North Carolina,ACC,1536.13166113536,13,2010,2010-11-27T15:30:00Z
UAB,Conference USA,1135.34505907806,13,2010,2010-11-27T15:30:00Z
TCU,Mountain West,1821.61307160329,13,2010,2010-11-27T16:00:00Z
Kansas State,Big 12,1410.75905977614,13,2010,2010-11-27T16:00:00Z
Mississippi State,SEC,1561.78276709097,13,2010,2010-11-27T19:00:00Z
South Carolina,SEC,1641.64558763229,13,2010,2010-11-27T19:00:00Z
Wake Forest,ACC,1291.38285188273,13,2010,2010-11-27T19:30:00Z
Oregon State,Pac-10,1534.64200919283,13,2010,2010-11-27T19:30:00Z
Georgia Tech,ACC,1499.82406679158,13,2010,2010-11-27T19:45:00Z
Oklahoma,Big 12,1765.59840164324,13,2010,2010-11-27T20:00:00Z
Houston,Conference USA,1232.82030914091,13,2010,2010-11-27T20:00:00Z
Louisiana Tech,Western Athletic,1197.33636015639,13,2010,2010-11-27T20:00:00Z
UNLV,Mountain West,1121.20888885636,13,2010,2010-11-27T20:00:00Z
Notre Dame,FBS Independents,1495.95571436678,13,2010,2010-11-27T20:00:00Z
Idaho,Western Athletic,1165.91186470053,13,2010,2010-11-27T22:00:00Z
Arizona,Pac-10,1509.98926330341,14,2010,2010-12-02T20:00:00Z
Miami (OH),Mid-American,1260.11879839727,14,2010,2010-12-03T19:00:00Z
Fresno State,Western Athletic,1400.78811700101,14,2010,2010-12-03T22:15:00Z
West Virginia,Big East,1609.13119115499,14,2010,2010-12-04T12:00:00Z
UCF,Conference USA,1422.32202369878,14,2010,2010-12-04T12:00:00Z
Cincinnati,Big East,1424.88368462615,14,2010,2010-12-04T12:00:00Z
Florida Atlantic,Sun Belt,1080.65855816174,14,2010,2010-12-04T14:00:00Z
Louisiana Tech,Western Athletic,1186.85904690963,14,2010,2010-12-04T15:00:00Z
Boise State,Western Athletic,1746.73916242391,14,2010,2010-12-04T15:00:00Z
Oregon State,Pac-10,1521.83159210187,14,2010,2010-12-04T15:30:00Z
South Carolina,SEC,1621.67115873168,14,2010,2010-12-04T16:00:00Z
Idaho,Western Athletic,1176.21720724512,14,2010,2010-12-04T17:00:00Z
Florida International,Sun Belt,1132.62262641766,14,2010,2010-12-04T18:00:00Z
Washington State,Pac-10,1154.2505803485,14,2010,2010-12-04T19:00:00Z
Virginia Tech,ACC,1798.20353912925,14,2010,2010-12-04T19:45:00Z
South Florida,Big East,1479.02299187726,14,2010,2010-12-04T20:00:00Z
Nebraska,Big 12,1667.65000568739,14,2010,2010-12-04T20:00:00Z
UCLA,Pac-10,1383.57953240717,14,2010,2010-12-04T22:30:00Z
Hawai'i,Western Athletic,1427.16340404761,14,2010,2010-12-04T22:30:00Z
Arizona State,Pac-10,1449.86867795337,14,2010,2010-12-02T20:00:00Z
Northern Illinois,Mid-American,1323.92917617317,14,2010,2010-12-03T19:00:00Z
Illinois,Big Ten,1346.34167735582,14,2010,2010-12-03T22:15:00Z
Rutgers,Big East,1292.4845254587,14,2010,2010-12-04T12:00:00Z
SMU,Conference USA,1280.99769218579,14,2010,2010-12-04T12:00:00Z
Pittsburgh,Big East,1553.36717364601,14,2010,2010-12-04T12:00:00Z
Troy,Sun Belt,1282.85870420116,14,2010,2010-12-04T14:00:00Z
Nevada,Western Athletic,1564.58671253106,14,2010,2010-12-04T15:00:00Z
Utah State,Western Athletic,1093.30714358075,14,2010,2010-12-04T15:00:00Z
Oregon,Pac-10,1862.3538899396,14,2010,2010-12-04T15:30:00Z
Auburn,SEC,1821.10709024709,14,2010,2010-12-04T16:00:00Z
San José State,Western Athletic,905.457309217937,14,2010,2010-12-04T17:00:00Z
Middle Tennessee,Sun Belt,1230.97130541907,14,2010,2010-12-04T18:00:00Z
Washington,Pac-10,1480.32301986293,14,2010,2010-12-04T19:00:00Z
Florida State,ACC,1652.76589770029,14,2010,2010-12-04T19:45:00Z
Connecticut,Big East,1566.94428633789,14,2010,2010-12-04T20:00:00Z
Oklahoma,Big 12,1793.65067759127,14,2010,2010-12-04T20:00:00Z
USC,Pac-10,1611.13973692499,14,2010,2010-12-04T22:30:00Z
UNLV,Mountain West,1113.09047505439,14,2010,2010-12-04T22:30:00Z
Army,FBS Independents,1162.44583855552,15,2010,2010-12-11T14:30:00Z
Navy,FBS Independents,1499.54255539158,15,2010,2010-12-11T14:30:00Z
UTEP,Conference USA,1108.59915131745,16,2010,2010-12-18T14:00:00Z
Fresno State,Western Athletic,1358.16937027137,16,2010,2010-12-18T17:30:00Z
Troy,Sun Belt,1315.17804836478,16,2010,2010-12-18T21:00:00Z
Louisville,Big East,1400.67450357702,16,2010,2010-12-21T20:00:00Z
Boise State,Western Athletic,1775.206063386,16,2010,2010-12-22T20:00:00Z
San Diego State,Mountain West,1341.37086454706,16,2010,2010-12-23T20:00:00Z
Tulsa,Conference USA,1438.70533498778,16,2010,2010-12-24T20:00:00Z
BYU,Mountain West,1499.15658154152,16,2010,2010-12-18T14:00:00Z
Northern Illinois,Mid-American,1366.54792290281,16,2010,2010-12-18T17:30:00Z
Ohio,Mid-American,1223.8769945132,16,2010,2010-12-18T21:00:00Z
Southern Mississippi,Conference USA,1306.82040049807,16,2010,2010-12-21T20:00:00Z
Utah,Mountain West,1652.65060255923,16,2010,2010-12-22T20:00:00Z
Navy,FBS Independents,1450.08527006727,16,2010,2010-12-23T20:00:00Z
Hawai'i,Western Athletic,1389.54103390368,16,2010,2010-12-24T20:00:00Z
Toledo,Mid-American,1216.01902811712,17,2010,2010-12-26T20:30:00Z
Georgia Tech,ACC,1460.95033067641,17,2010,2010-12-27T17:00:00Z
NC State,ACC,1567.5828918092,17,2010,2010-12-28T18:30:00Z
Iowa,Big Ten,1590.51050945919,17,2010,2010-12-28T22:00:00Z
Maryland,ACC,1471.72554210887,17,2010,2010-12-29T14:30:00Z
Baylor,Big 12,1380.64520601196,17,2010,2010-12-29T18:00:00Z
Arizona,Pac-10,1489.74391532666,17,2010,2010-12-29T21:15:00Z
SMU,Conference USA,1229.83674115186,17,2010,2010-12-30T12:00:00Z
Syracuse,Big East,1390.90497672856,17,2010,2010-12-30T15:20:00Z
Tennessee,SEC,1483.63510520767,17,2010,2010-12-30T18:40:00Z
Washington,Pac-10,1532.5556107033,17,2010,2010-12-30T22:00:00Z
Clemson,ACC,1459.11389657511,17,2010,2010-12-31T12:00:00Z
Miami,ACC,1502.95762217017,17,2010,2010-12-31T14:00:00Z
UCF,Conference USA,1470.64617762476,17,2010,2010-12-31T15:30:00Z
Florida State,ACC,1684.64180956916,17,2010,2010-12-31T19:30:00Z
Texas Tech,Big 12,1581.38424383891,17,2010,2011-01-01T12:00:00Z
Penn State,Big Ten,1573.54878826615,17,2010,2011-01-01T13:00:00Z
Michigan State,Big Ten,1633.1039251499,17,2010,2011-01-01T13:00:00Z
Michigan,Big Ten,1418.77130745581,17,2010,2011-01-01T13:30:00Z
Florida International,Sun Belt,1180.22770335433,17,2010,2010-12-26T20:30:00Z
Air Force,Mountain West,1500.08608802358,17,2010,2010-12-27T17:00:00Z
West Virginia,Big East,1565.74115033275,17,2010,2010-12-28T18:30:00Z
Missouri,Big 12,1581.0852134209,17,2010,2010-12-28T22:00:00Z
East Carolina,Conference USA,1288.89269461618,17,2010,2010-12-29T14:30:00Z
Illinois,Big Ten,1388.96714681953,17,2010,2010-12-29T18:00:00Z
Oklahoma State,Big 12,1686.43799023135,17,2010,2010-12-29T21:15:00Z
Army,FBS Independents,1213.60678958945,17,2010,2010-12-30T12:00:00Z
Kansas State,Big 12,1369.68325835184,17,2010,2010-12-30T15:20:00Z
North Carolina,ACC,1569.17391764415,17,2010,2010-12-30T18:40:00Z
Nebraska,Big 12,1615.41741484703,17,2010,2010-12-30T22:00:00Z
South Florida,Big East,1515.71206148557,17,2010,2010-12-31T12:00:00Z
Notre Dame,FBS Independents,1535.62966654223,17,2010,2010-12-31T14:00:00Z
Georgia,SEC,1513.27315005161,17,2010,2010-12-31T15:30:00Z
South Carolina,SEC,1589.79524686281,17,2010,2010-12-31T19:30:00Z
Northwestern,Big Ten,1425.21399412924,17,2010,2011-01-01T12:00:00Z
Florida,SEC,1726.46313366137,17,2010,2011-01-01T13:00:00Z
Alabama,SEC,1838.86185845736,17,2010,2011-01-01T13:00:00Z
Mississippi State,SEC,1585.18833934313,17,2010,2011-01-01T13:30:00Z
TCU,Mountain West,1847.05015595995,18,2010,2011-01-01T17:10:00Z
Oklahoma,Big 12,1808.58309262936,18,2010,2011-01-01T20:30:00Z
Virginia Tech,ACC,1756.42411438087,18,2010,2011-01-03T20:30:00Z
Arkansas,SEC,1700.13743015906,18,2010,2011-01-04T20:30:00Z
Miami (OH),Mid-American,1292.18940460594,18,2010,2011-01-06T20:00:00Z
Texas A&M,Big 12,1595.74800495339,18,2010,2011-01-07T20:30:00Z
Kentucky,SEC,1396.0013637009,18,2010,2011-01-08T12:00:00Z
Wisconsin,Big Ten,1698.77348016803,18,2010,2011-01-01T17:10:00Z
Connecticut,Big East,1552.01187129979,18,2010,2011-01-01T20:30:00Z
Stanford,Pac-10,1771.82432637311,18,2010,2011-01-03T20:30:00Z
Ohio State,Big Ten,1850.08174301977,18,2010,2011-01-04T20:30:00Z
Middle Tennessee,Sun Belt,1198.9006992104,18,2010,2011-01-06T20:00:00Z
LSU,SEC,1771.09090667054,18,2010,2011-01-07T20:30:00Z
Pittsburgh,Big East,1575.38254599516,18,2010,2011-01-08T12:00:00Z
Boston College,ACC,1488.6737358909,19,2010,2011-01-09T21:00:00Z
Oregon,Pac-10,1823.21817704024,19,2010,2011-01-10T20:38:00Z
Nevada,Western Athletic,1595.03239265035,19,2010,2011-01-09T21:00:00Z
Auburn,SEC,1860.24280314645,19,2010,2011-01-10T20:38:00Z
Abilene Christian,,900,0,2011,2011-08-15T00:00:00Z
Air Force,Mountain West,1485.0817836224,0,2011,2011-08-15T00:00:00Z
Akron,Mid-American,902.417133098319,0,2011,2011-08-15T00:00:00Z
Alabama,SEC,1821.91876553449,0,2011,2011-08-15T00:00:00Z
Alabama A&M,,892.695177789237,0,2011,2011-08-15T00:00:00Z
Alabama State,,870.758671914416,0,2011,2011-08-15T00:00:00Z
Albany,,900,0,2011,2011-08-15T00:00:00Z
Alcorn State,,852.188588474678,0,2011,2011-08-15T00:00:00Z
Appalachian State,,1199.44865938668,0,2011,2011-08-15T00:00:00Z
Arizona,Pac-10,1490.25671956033,0,2011,2011-08-15T00:00:00Z
Arizona State,Pac-10,1452.3752440557,0,2011,2011-08-15T00:00:00Z
Arkansas,SEC,1690.13055865111,0,2011,2011-08-15T00:00:00Z
Arkansas-Pine Bluff,,875.926480247297,0,2011,2011-08-15T00:00:00Z
Arkansas State,Sun Belt,1057.15021730826,0,2011,2011-08-15T00:00:00Z
Army,FBS Independents,1227.92645010998,0,2011,2011-08-15T00:00:00Z
Auburn,SEC,1842.23066298912,0,2011,2011-08-15T00:00:00Z
Austin Peay,,887.599020991555,0,2011,2011-08-15T00:00:00Z
Ball State,Mid-American,1053.67004993299,0,2011,2011-08-15T00:00:00Z
Baylor,Big 12,1386.61294571136,0,2011,2011-08-15T00:00:00Z
Bethune-Cookman,,920.843468151007,0,2011,2011-08-15T00:00:00Z
Boise State,Western Athletic,1746.4457602167,0,2011,2011-08-15T00:00:00Z
Boston College,ACC,1489.24004909635,0,2011,2011-08-15T00:00:00Z
Bowling Green,Mid-American,1033.08757133195,0,2011,2011-08-15T00:00:00Z
Bucknell,,888.006970676947,0,2011,2011-08-15T00:00:00Z
Buffalo,Mid-American,931.05998463766,0,2011,2011-08-15T00:00:00Z
BYU,Mountain West,1499.19875246444,0,2011,2011-08-15T00:00:00Z
Cal Poly,,946.619508108389,0,2011,2011-08-15T00:00:00Z
Cal State Northridge,,891.30946295972,0,2011,2011-08-15T00:00:00Z
California,Pac-10,1442.79649073881,0,2011,2011-08-15T00:00:00Z
Campbell,,900,0,2011,2011-08-15T00:00:00Z
Central Arkansas,,921.036967398867,0,2011,2011-08-15T00:00:00Z
Central Connecticut,,894.638007220927,0,2011,2011-08-15T00:00:00Z
Central Michigan,Mid-American,1177.5479759689,0,2011,2011-08-15T00:00:00Z
Charleston Southern,,876.761521641228,0,2011,2011-08-15T00:00:00Z
Charlotte,Conference USA,1200,0,2011,2011-08-15T00:00:00Z
Chattanooga,,860.073801425577,0,2011,2011-08-15T00:00:00Z
Cincinnati,Big East,1413.63950039484,0,2011,2011-08-15T00:00:00Z
Clemson,ACC,1461.15820174635,0,2011,2011-08-15T00:00:00Z
Coastal Carolina,,1149.86400040645,0,2011,2011-08-15T00:00:00Z
Colgate,,914.060285101441,0,2011,2011-08-15T00:00:00Z
Colorado,Big 12,1354.42078437109,0,2011,2011-08-15T00:00:00Z
Colorado State,Mountain West,1084.4055170357,0,2011,2011-08-15T00:00:00Z
Connecticut,Big East,1534.4112777348,0,2011,2011-08-15T00:00:00Z
Delaware,,983.081273179643,0,2011,2011-08-15T00:00:00Z
Delaware State,,871.817719409997,0,2011,2011-08-15T00:00:00Z
Drake,,900,0,2011,2011-08-15T00:00:00Z
Duke,ACC,1240.23274230938,0,2011,2011-08-15T00:00:00Z
Duquesne,,900,0,2011,2011-08-15T00:00:00Z
East Carolina,Conference USA,1284.44805988537,0,2011,2011-08-15T00:00:00Z
East Tennessee State,,878.675048302791,0,2011,2011-08-15T00:00:00Z
Eastern Illinois,,898.840411060064,0,2011,2011-08-15T00:00:00Z
Eastern Kentucky,,830.592436027578,0,2011,2011-08-15T00:00:00Z
Eastern Michigan,Mid-American,907.574765000156,0,2011,2011-08-15T00:00:00Z
Eastern Washington,,906.394118333167,0,2011,2011-08-15T00:00:00Z
Edward Waters,,894.119947000951,0,2011,2011-08-15T00:00:00Z
Elon,,891.71295059868,0,2011,2011-08-15T00:00:00Z
Florida,SEC,1715.1399769783,0,2011,2011-08-15T00:00:00Z
Florida A&M,,846.499750686288,0,2011,2011-08-15T00:00:00Z
Florida Atlantic,Sun Belt,1086.62563025365,0,2011,2011-08-15T00:00:00Z
Florida International,Sun Belt,1181.21631818661,0,2011,2011-08-15T00:00:00Z
Florida State,ACC,1675.40971909071,0,2011,2011-08-15T00:00:00Z
Fordham,,900,0,2011,2011-08-15T00:00:00Z
Fresno State,Western Athletic,1350.2609017578,0,2011,2011-08-15T00:00:00Z
Furman,,878.934978208138,0,2011,2011-08-15T00:00:00Z
Gardner-Webb,,928.78874391645,0,2011,2011-08-15T00:00:00Z
Georgia,SEC,1512.60949254903,0,2011,2011-08-15T00:00:00Z
Georgia Southern,,1155.76722484447,0,2011,2011-08-15T00:00:00Z
Georgia State,,1198.99034077086,0,2011,2011-08-15T00:00:00Z
Georgia Tech,ACC,1462.90281414259,0,2011,2011-08-15T00:00:00Z
Grambling,,861.041404053222,0,2011,2011-08-15T00:00:00Z
Hampton,,898.239733949294,0,2011,2011-08-15T00:00:00Z
Hawai'i,Western Athletic,1380.0639822085,0,2011,2011-08-15T00:00:00Z
Hofstra,,884.992017402186,0,2011,2011-08-15T00:00:00Z
Holy Cross,,936.683893719067,0,2011,2011-08-15T00:00:00Z
Houston,Conference USA,1231.17929368387,0,2011,2011-08-15T00:00:00Z
Houston Baptist,,900,0,2011,2011-08-15T00:00:00Z
Howard,,874.013926432189,0,2011,2011-08-15T00:00:00Z
Idaho,Western Athletic,1162.40634688287,0,2011,2011-08-15T00:00:00Z
Idaho State,,836.143540823124,0,2011,2011-08-15T00:00:00Z
Illinois,Big Ten,1394.51878947856,0,2011,2011-08-15T00:00:00Z
Illinois State,,867.791366442912,0,2011,2011-08-15T00:00:00Z
Incarnate Word,,900,0,2011,2011-08-15T00:00:00Z
Indiana,Big Ten,1254.36831651421,0,2011,2011-08-15T00:00:00Z
Indiana State,,853.723869197864,0,2011,2011-08-15T00:00:00Z
Iowa,Big Ten,1585.98498398623,0,2011,2011-08-15T00:00:00Z
Iowa State,Big 12,1370.97521700563,0,2011,2011-08-15T00:00:00Z
Jackson State,,894.669795043074,0,2011,2011-08-15T00:00:00Z
Jacksonville State,,973.077983582764,0,2011,2011-08-15T00:00:00Z
James Madison,,942.498093964996,0,2011,2011-08-15T00:00:00Z
Kansas,Big 12,1276.83874136138,0,2011,2011-08-15T00:00:00Z
Kansas State,Big 12,1376.19909543424,0,2011,2011-08-15T00:00:00Z
Kennesaw State,,900,0,2011,2011-08-15T00:00:00Z
Kent State,Mid-American,1096.06433610256,0,2011,2011-08-15T00:00:00Z
Kentucky,SEC,1401.20129551586,0,2011,2011-08-15T00:00:00Z
Lafayette,,900,0,2011,2011-08-15T00:00:00Z
Lamar,,900,0,2011,2011-08-15T00:00:00Z
Lehigh,,926.457203997268,0,2011,2011-08-15T00:00:00Z
Liberty,,1279.76993373334,0,2011,2011-08-15T00:00:00Z
Louisiana,Sun Belt,1058.81846342931,0,2011,2011-08-15T00:00:00Z
Louisiana Monroe,Sun Belt,1098.58376786603,0,2011,2011-08-15T00:00:00Z
Louisiana Tech,Western Athletic,1187.51609456415,0,2011,2011-08-15T00:00:00Z
Louisville,Big East,1405.64077839817,0,2011,2011-08-15T00:00:00Z
LSU,SEC,1757.53636133701,0,2011,2011-08-15T00:00:00Z
Maine,,918.346880652289,0,2011,2011-08-15T00:00:00Z
Marshall,Conference USA,1210.52200978625,0,2011,2011-08-15T00:00:00Z
Maryland,ACC,1473.13926500342,0,2011,2011-08-15T00:00:00Z
McNeese,,954.504351601073,0,2011,2011-08-15T00:00:00Z
Memphis,Conference USA,967.804551822916,0,2011,2011-08-15T00:00:00Z
Mercer,,900,0,2011,2011-08-15T00:00:00Z
Miami,ACC,1502.80974106166,0,2011,2011-08-15T00:00:00Z
Miami (OH),Mid-American,1287.57993437565,0,2011,2011-08-15T00:00:00Z
Michigan,Big Ten,1422.83274208302,0,2011,2011-08-15T00:00:00Z
Michigan State,Big Ten,1626.44872889241,0,2011,2011-08-15T00:00:00Z
Middle Tennessee,Sun Belt,1198.95566424988,0,2011,2011-08-15T00:00:00Z
Minnesota,Big Ten,1314.40538386003,0,2011,2011-08-15T00:00:00Z
Mississippi State,SEC,1580.92892237597,0,2011,2011-08-15T00:00:00Z
Mississippi Valley State,,886.039919816151,0,2011,2011-08-15T00:00:00Z
Missouri,Big 12,1577.03095274985,0,2011,2011-08-15T00:00:00Z
Missouri State,,875.850393077212,0,2011,2011-08-15T00:00:00Z
Monmouth,,900,0,2011,2011-08-15T00:00:00Z
Montana,,966.034583254092,0,2011,2011-08-15T00:00:00Z
Montana State,,898.409749372861,0,2011,2011-08-15T00:00:00Z
Morehead State,,891.924595588421,0,2011,2011-08-15T00:00:00Z
Morgan State,,871.97120797319,0,2011,2011-08-15T00:00:00Z
Murray State,,851.390342737124,0,2011,2011-08-15T00:00:00Z
Navy,FBS Independents,1437.58100656391,0,2011,2011-08-15T00:00:00Z
NC State,ACC,1564.20374721874,0,2011,2011-08-15T00:00:00Z
Nebraska,Big 12,1609.64654410468,0,2011,2011-08-15T00:00:00Z
Nevada,Western Athletic,1575.28077301783,0,2011,2011-08-15T00:00:00Z
New Hampshire,,1110.3920730798,0,2011,2011-08-15T00:00:00Z
New Mexico,Mountain West,1001.0421079123,0,2011,2011-08-15T00:00:00Z
New Mexico State,Western Athletic,959.096926206618,0,2011,2011-08-15T00:00:00Z
Nicholls,,907.174560065901,0,2011,2011-08-15T00:00:00Z
Norfolk State,,896.982479236727,0,2011,2011-08-15T00:00:00Z
North Alabama,,900,0,2011,2011-08-15T00:00:00Z
North Carolina,ACC,1565.71522176194,0,2011,2011-08-15T00:00:00Z
North Carolina A&T,,890.012189805697,0,2011,2011-08-15T00:00:00Z
North Carolina Central,,882.654656509949,0,2011,2011-08-15T00:00:00Z
North Dakota,,880.828432958051,0,2011,2011-08-15T00:00:00Z
North Dakota State,,1074.13349670942,0,2011,2011-08-15T00:00:00Z
North Texas,Sun Belt,926.191361575797,0,2011,2011-08-15T00:00:00Z
Northeastern,,931.466806407632,0,2011,2011-08-15T00:00:00Z
Northern Arizona,,876.609429047943,0,2011,2011-08-15T00:00:00Z
Northern Colorado,,889.099038206596,0,2011,2011-08-15T00:00:00Z
Northern Illinois,Mid-American,1358.22052675767,0,2011,2011-08-15T00:00:00Z
Northern Iowa,,963.790392925838,0,2011,2011-08-15T00:00:00Z
Northwestern,Big Ten,1428.95329442277,0,2011,2011-08-15T00:00:00Z
Northwestern Oklahoma State,,900,0,2011,2011-08-15T00:00:00Z
Northwestern State,,924.792135530428,0,2011,2011-08-15T00:00:00Z
Notre Dame,FBS Independents,1533.84818321512,0,2011,2011-08-15T00:00:00Z
Ohio,Mid-American,1222.68314478754,0,2011,2011-08-15T00:00:00Z
Ohio State,Big Ten,1832.57765586878,0,2011,2011-08-15T00:00:00Z
Oklahoma,Big 12,1793.1539379979,0,2011,2011-08-15T00:00:00Z
Oklahoma State,Big 12,1677.11609071978,0,2011,2011-08-15T00:00:00Z
Old Dominion,Conference USA,1200,0,2011,2011-08-15T00:00:00Z
Ole Miss,SEC,1406.50042182864,0,2011,2011-08-15T00:00:00Z
Oregon,Pac-10,1807.05726818823,0,2011,2011-08-15T00:00:00Z
Oregon State,Pac-10,1520.74001249678,0,2011,2011-08-15T00:00:00Z
Penn State,Big Ten,1569.87134885284,0,2011,2011-08-15T00:00:00Z
Pittsburgh,Big East,1571.6134186954,0,2011,2011-08-15T00:00:00Z
Portland State,,954.183867700616,0,2011,2011-08-15T00:00:00Z
Prairie View,,871.879065825256,0,2011,2011-08-15T00:00:00Z
Presbyterian College,,896.752589585481,0,2011,2011-08-15T00:00:00Z
Purdue,Big Ten,1260.03012384015,0,2011,2011-08-15T00:00:00Z
Rhode Island,,894.630484246126,0,2011,2011-08-15T00:00:00Z
Rice,Conference USA,1161.82045183188,0,2011,2011-08-15T00:00:00Z
Richmond,,995.655933354552,0,2011,2011-08-15T00:00:00Z
Robert Morris,,900,0,2011,2011-08-15T00:00:00Z
Rutgers,Big East,1302.86029918577,0,2011,2011-08-15T00:00:00Z
Sacramento State,,856.980924934134,0,2011,2011-08-15T00:00:00Z
Sam Houston State,,880.782345717399,0,2011,2011-08-15T00:00:00Z
Samford,,865.68354358136,0,2011,2011-08-15T00:00:00Z
San Diego,,900,0,2011,2011-08-15T00:00:00Z
San Diego State,Mountain West,1334.30232131971,0,2011,2011-08-15T00:00:00Z
San José State,Western Athletic,920.18444375704,0,2011,2011-08-15T00:00:00Z
Savannah State,,878.282760098798,0,2011,2011-08-15T00:00:00Z
SMU,Conference USA,1228.34490409427,0,2011,2011-08-15T00:00:00Z
South Alabama,Sun Belt,1200,0,2011,2011-08-15T00:00:00Z
South Carolina,SEC,1585.30548451967,0,2011,2011-08-15T00:00:00Z
South Carolina State,,885.588463446778,0,2011,2011-08-15T00:00:00Z
South Dakota,,959.541770821451,0,2011,2011-08-15T00:00:00Z
South Dakota State,,892.768019085483,0,2011,2011-08-15T00:00:00Z
South Florida,Big East,1499.92645841129,0,2011,2011-08-15T00:00:00Z
Southeast Missouri State,,857.286528227732,0,2011,2011-08-15T00:00:00Z
Southeastern Louisiana,,812.845935801709,0,2011,2011-08-15T00:00:00Z
Southern,,876.184177087019,0,2011,2011-08-15T00:00:00Z
Southern Illinois,,943.914368299827,0,2011,2011-08-15T00:00:00Z
Southern Mississippi,Conference USA,1301.47938047317,0,2011,2011-08-15T00:00:00Z
Southern Utah,,816.213226311859,0,2011,2011-08-15T00:00:00Z
Stanford,Pac-10,1758.23311005446,0,2011,2011-08-15T00:00:00Z
Stephen F. Austin,,900.817026873523,0,2011,2011-08-15T00:00:00Z
Stony Brook,,898.011797629243,0,2011,2011-08-15T00:00:00Z
Syracuse,Big East,1396.35972789213,0,2011,2011-08-15T00:00:00Z
Tarleton State,,900,0,2011,2011-08-15T00:00:00Z
TCU,Mountain West,1829.69764816195,0,2011,2011-08-15T00:00:00Z
Temple,Mid-American,1285.31552830193,0,2011,2011-08-15T00:00:00Z
Tennessee,SEC,1484.45334994729,0,2011,2011-08-15T00:00:00Z
Tennessee State,,871.69948033683,0,2011,2011-08-15T00:00:00Z
Tennessee Tech,,859.057497364149,0,2011,2011-08-15T00:00:00Z
Texas,Big 12,1549.9928730152,0,2011,2011-08-15T00:00:00Z
Texas A&M,Big 12,1590.96060470572,0,2011,2011-08-15T00:00:00Z
